"Iteration","CL","CD","CSF","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","AoA","Custom_ObjFunc","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
          52, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.78052435e+00, -2.22006575e+00, -2.63138911e+00, -2.27816861e+00, 7.28864916e-01, 5.0000000000, 8.0000000000, 0.1518575946
          53, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.77174302e+00, -2.23276704e+00, -2.60711425e+00, -2.27052612e+00, 7.34141082e-01, 5.0000000000, 8.0000000000, 0.1544699192
          54, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.76281841e+00, -2.24580223e+00, -2.58128962e+00, -2.26039921e+00, 7.40583896e-01, 5.0000000000, 8.0000000000, 0.1576524377
          55, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.75456485e+00, -2.25863050e+00, -2.55468402e+00, -2.24945141e+00, 7.47214571e-01, 5.0000000000, 8.0000000000, 0.1602428079
          56, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.74758626e+00, -2.27091569e+00, -2.52800426e+00, -2.23872846e+00, 7.53233497e-01, 5.0000000000, 8.0000000000, 0.1627876759
          57, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.74233103e+00, -2.28250810e+00, -2.50240682e+00, -2.22884875e+00, 7.58003957e-01, 5.0000000000, 8.0000000000, 0.1653672496
          58, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.73908634e+00, -2.29347522e+00, -2.47858467e+00, -2.22074234e+00, 7.61048759e-01, 5.0000000000, 8.0000000000, 0.1678865393
          59, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.73805786e+00, -2.30397661e+00, -2.45681686e+00, -2.21473882e+00, 7.62013120e-01, 5.0000000000, 8.0000000000, 0.1708755573
          60, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.73935289e+00, -2.31418512e+00, -2.43741143e+00, -2.21087092e+00, 7.60675880e-01, 5.0000000000, 8.0000000000, 0.1739507715
          61, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.74299705e+00, -2.32424311e+00, -2.42050778e+00, -2.20919387e+00, 7.56915815e-01, 5.0000000000, 8.0000000000, 0.1766135176
